ticker,holder_name,portfolio_name,source,amount_held,pct_outstanding,latest_change,filing_date,institution_type,country,metro_area,etf_label,ticker_raw
CLOB US Equity,Osaic Holdings Inc,Osaic Holdings Inc,13F,7641.0,0.23,3140.0,2025-12-31,Investment Advisor,United States,Phoenix,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Ferguson Shapiro LLC,Ferguson Shapiro LLC,13F,7388.0,0.22,-2275.0,2025-12-31,Investment Advisor,United States,Atlanta,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Elequin Capital LP,Elequin Capital LP,13F,6963.0,0.21,-173.0,2025-12-31,Hedge Fund Manager,United States,New York City/Southern CT/Northern NJ,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Visionpoint Advisory,Visionpoint Advisory,13F,6429.0,0.19,-4465.0,2025-12-31,Investment Advisor,United States,Dallas/Ft. Worth,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Tower Research Capit,Tower Research Capit,13F,2639.0,0.08,2639.0,2025-12-31,Brokerage,United States,New York City/Southern CT/Northern NJ,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,International Assets,International Assets,13F,845.0,0.03,845.0,2025-12-31,Investment Advisor,United States,Orlando,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Newedge Advisors Llc,Newedge Advisors Llc,13F,400.0,0.01,0.0,2025-12-31,Investment Advisor,United States,New Orleans,CLOB (Pgim BB-B CLO),CLOB
CLOB US Equity,Basso Capital Manage,Basso Capital Manage,13F,185.0,0.01,0.0,2025-12-31,Hedge Fund Manager,United States,New York City/Southern CT/Northern NJ,CLOB (Pgim BB-B CLO),CLOB
,Blackrock Inc,n/a,13G,1000000.0,66.67,0.0,2025-12-31,Investment Advisor,United States,New York City/Southern CT/Northern NJ,BCLO (iShares BBB-B CLO),BCLO
,Royal Bank of Canada,n/a,ULT-AGG,88436.0,5.9,88436.0,2025-12-31,Bank,Canada,Toronto,BCLO (iShares BBB-B CLO),BCLO
,LPL Financial LLC,LPL Financial LLC,13F,38377.0,2.56,3196.0,2025-12-31,Brokerage,United States,Boston,BCLO (iShares BBB-B CLO),BCLO
,Jane Street Group LL,Jane Street Group LL,13F,25051.0,1.67,-25988.0,2025-12-31,Brokerage,United States,New York City/Southern CT/Northern NJ,BCLO (iShares BBB-B CLO),BCLO
,Syon Capital LLC,Syon Capital LLC,13F,16743.0,1.12,16743.0,2025-12-31,Investment Advisor,United States,San Francisco/San Jose,BCLO (iShares BBB-B CLO),BCLO
,Wealth Enhancement G,n/a,ULT-AGG,15160.0,1.01,0.0,2025-12-31,Holding Company,United States,Minneapolis/St. Paul,BCLO (iShares BBB-B CLO),BCLO
,Sunbelt Securities I,Sunbelt Securities I,13F,7304.0,0.49,2245.0,2025-12-31,Brokerage,United States,Houston,BCLO (iShares BBB-B CLO),BCLO
,Elequin Capital LP,Elequin Capital LP,13F,863.0,0.06,0.0,2025-12-31,Hedge Fund Manager,United States,New York City/Southern CT/Northern NJ,BCLO (iShares BBB-B CLO),BCLO
,UBS AG,n/a,ULT-AGG,14.0,0.0,14.0,2025-12-31,Investment Advisor,Switzerland,Zurich,BCLO (iShares BBB-B CLO),BCLO
,Eldridge Industries,n/a,ULT-AGG,2258806.0,19.81,0.0,2025-12-31,Private Equity,United States,New York City/Southern CT/Northern NJ,CLOX (Panagram BBB-B CLO),CLOX
,LPL Financial LLC,LPL Financial LLC,13F,640192.0,5.62,640192.0,2025-12-31,Brokerage,United States,Boston,CLOX (Panagram BBB-B CLO),CLOX
,Spectrum Asset Manag,Spectrum Asset Manag,13F,545921.0,4.79,545921.0,2025-12-31,Investment Advisor,United States,Los Angeles/Pasadena,CLOX (Panagram BBB-B CLO),CLOX
,Prospera Private Wea,Prospera Private Wea,13F,536031.0,4.7,536031.0,2025-12-31,Hedge Fund Manager,United States,Oklahoma City,CLOX (Panagram BBB-B CLO),CLOX
,Ball & Co Wealth Man,Ball & Co Wealth Man,13F,264121.0,2.32,2640.0,2025-12-31,Investment Advisor,United States,Nashville,CLOX (Panagram BBB-B CLO),CLOX
,Carmel Capital Partn,Carmel Capital Partn,13F,236314.0,2.07,63529.0,2025-12-31,Hedge Fund Manager,United States,San Diego,CLOX (Panagram BBB-B CLO),CLOX
,Copia Wealth Managem,Copia Wealth Managem,13F,183609.0,1.61,60696.0,2025-12-31,Investment Advisor,United States,Portland (OR),CLOX (Panagram BBB-B CLO),CLOX
,Arax Advisory Partne,ARAX ADVISORY PARTNE,13F,110414.0,0.97,-9876.0,2025-12-31,Investment Advisor,United States,Denver,CLOX (Panagram BBB-B CLO),CLOX
,WMG Financial Adviso,WMG Financial Adviso,13F,104472.0,0.92,26212.0,2025-12-31,Investment Advisor,United States,Nashville,CLOX (Panagram BBB-B CLO),CLOX
,Black Swift Group LL,Black Swift Group LL,13F,99305.0,0.87,-38595.0,2025-12-31,Investment Advisor,United States,Denver,CLOX (Panagram BBB-B CLO),CLOX
,Inspire Advisors LLC,Inspire Advisors LLC,13F,92621.0,0.81,27233.0,2025-12-31,Investment Advisor,United States,San Francisco/San Jose,CLOX (Panagram BBB-B CLO),CLOX
,Royal Bank of Canada,n/a,ULT-AGG,84261.0,0.74,-34132.0,2025-12-31,Bank,Canada,Toronto,CLOX (Panagram BBB-B CLO),CLOX
,Fortis Group Advisor,Fortis Group Advisor,13F,54760.0,0.48,22378.0,2025-12-31,Investment Advisor,United States,New York City/Southern CT/Northern NJ,CLOX (Panagram BBB-B CLO),CLOX
,Brookwood Investment,Brookwood Investment,13F,53643.0,0.47,53643.0,2025-12-31,Investment Advisor,United States,Phoenix,CLOX (Panagram BBB-B CLO),CLOX
,Valeo Financial Advi,Valeo Financial Advi,13F,50000.0,0.44,0.0,2025-12-31,Investment Advisor,United States,Indianapolis,CLOX (Panagram BBB-B CLO),CLOX
,Janney Montgomery Sc,Janney Montgomery Sc,13F,49515.0,0.43,49515.0,2025-12-31,Investment Advisor,United States,Philadelphia,CLOX (Panagram BBB-B CLO),CLOX
,WESPAC Advisors LLC,WESPAC Advisors LLC,13F,48929.0,0.43,-5357.0,2025-12-31,Investment Advisor,United States,San Francisco/San Jose,CLOX (Panagram BBB-B CLO),CLOX
,Goldman Sachs Group,n/a,ULT-AGG,32678.0,0.29,3123.0,2025-12-31,Investment Advisor,United States,New York City/Southern CT/Northern NJ,CLOX (Panagram BBB-B CLO),CLOX
,JW Cole Advisors Inc,JW Cole Advisors Inc,13F,28553.0,0.25,-992.0,2025-12-31,Investment Advisor,United States,Tampa,CLOX (Panagram BBB-B CLO),CLOX
,Griffin Asset Manage,Griffin Asset Manage,13F,26574.0,0.23,-6545.0,2025-12-31,Investment Advisor,United States,New York City/Southern CT/Northern NJ,CLOX (Panagram BBB-B CLO),CLOX
,Harel Group,n/a,ULT-AGG,3000000.0,14.03,3000000.0,2025-12-31,Insurance Company,Israel,Tel Aviv,CLIP (Global X CLO),CLIP
,SEI Investments Co,n/a,ULT-AGG,1501021.0,7.02,19843.0,2025-12-31,Investment Advisor,United States,Philadelphia,CLIP (Global X CLO),CLIP
,Bleakley Financial G,Bleakley Financial G,13F,906065.0,4.24,906065.0,2025-12-31,Investment Advisor,United States,New York City/Southern CT/Northern NJ,CLIP (Global X CLO),CLIP
,LPL Financial LLC,LPL Financial LLC,13F,837428.0,3.92,-52034.0,2025-12-31,Brokerage,United States,Boston,CLIP (Global X CLO),CLIP
,Capital Investment A,Capital Investment A,13F,719536.0,3.36,194179.0,2025-12-31,Investment Advisor,United States,Atlanta,CLIP (Global X CLO),CLIP
,Daiwa Securities Gro,n/a,ULT-AGG,703755.0,3.29,0.0,2026-02-24,Brokerage,Japan,Tokyo,CLIP (Global X CLO),CLIP
,RHL Group LLC,RHL Group LLC,13F,634197.0,2.96,634197.0,2025-12-31,Investment Advisor,United States,Detroit,CLIP (Global X CLO),CLIP
,Mirae Asset Financia,n/a,ULT-AGG,369060.0,1.73,-92639.0,2025-12-31,Investment Advisor,Hong Kong,Seoul,CLIP (Global X CLO),CLIP
,Advisor Os LLC,Advisor Os LLC,13F,355079.0,1.66,-54822.0,2025-12-31,Investment Advisor,United States,Chicago,CLIP (Global X CLO),CLIP
,MJP Associates Inc,MJP Associates Inc,13F,355079.0,1.66,-45131.0,2025-12-31,Investment Advisor,United States,Hartford,CLIP (Global X CLO),CLIP
,Accurate Wealth Mana,Accurate Wealth Mana,13F,314872.0,1.47,-74381.0,2025-12-31,Investment Advisor,United States,Tampa,CLIP (Global X CLO),CLIP
,49 Wealth Management,49 Wealth Management,13F,303414.0,1.42,-164317.0,2025-12-31,Investment Advisor,United States,Austin,CLIP (Global X CLO),CLIP
,3EDGE Asset Manageme,3EDGE Asset Manageme,13F,263152.0,1.23,218102.0,2025-12-31,Investment Advisor,United States,Boston,CLIP (Global X CLO),CLIP
,Peterson Wealth Advi,Peterson Wealth Advi,13F,244204.0,1.14,21374.0,2025-12-31,Investment Advisor,United States,Salt Lake City,CLIP (Global X CLO),CLIP
,Pacific Sage Partner,Pacific Sage Partner,13F,136611.0,0.64,21504.0,2025-12-31,Investment Advisor,United States,Seattle,CLIP (Global X CLO),CLIP
,Verus Capital Partne,Verus Capital Partne,13F,117350.0,0.55,30300.0,2025-12-31,Investment Advisor,United States,Phoenix,CLIP (Global X CLO),CLIP
,Curtis Advisory Grou,CURTIS ADVISORY GROU,13F,117186.0,0.55,29277.0,2025-12-31,Investment Advisor,United States,Los Angeles/Pasadena,CLIP (Global X CLO),CLIP
,Wealth Enhancement G,n/a,ULT-AGG,117139.0,0.55,10680.0,2025-12-31,Holding Company,United States,Minneapolis/St. Paul,CLIP (Global X CLO),CLIP
,ApS Management Group,ApS Management Group,13F,116449.0,0.54,-7137.0,2025-12-31,Investment Advisor,United States,Los Angeles/Pasadena,CLIP (Global X CLO),CLIP
,Guild Investment Man,Guild Investment Man,13F,112465.0,0.53,8010.0,2025-12-31,Investment Advisor,United States,Los Angeles/Pasadena,CLIP (Global X CLO),CLIP
